iter	Logloss
199	0.1631687802
200	0.1630911857
201	0.1630515214
202	0.162956906
203	0.1628853016
204	0.162819871
205	0.1627433061
206	0.1626876714
207	0.162610189
208	0.1625554902
209	0.1624221728
210	0.1623887423
211	0.1623204493
212	0.1622406844
213	0.1621785698
214	0.1620772563
215	0.1620261017
216	0.1619658837
217	0.1619084191
218	0.161810126
219	0.1617596361
220	0.1616660097
221	0.1615908399
222	0.1615440265
223	0.1614833349
224	0.161423017
225	0.1613270151
226	0.1612482061
227	0.1611880629
228	0.161076743
229	0.1610045121
230	0.1608711328
231	0.1608081606
232	0.1607379035
233	0.160633736
234	0.1605744528
235	0.1605504194
236	0.1604944536
237	0.160444987
238	0.1604130859
239	0.1603510971
240	0.1603107834
241	0.1602507824
242	0.1601744315
243	0.1601150401
244	0.1600790956
245	0.1600171973
246	0.1599996754
247	0.1599153942
248	0.1598813281
249	0.1598161319
250	0.1597128115
251	0.1596456379
252	0.1596259864
253	0.1595770237
254	0.1595120253
255	0.1593998311
256	0.159355879
257	0.1593085839
258	0.1592485527
259	0.1592273401
260	0.1591749431
261	0.1591190393
262	0.1589602183
263	0.1589050605
264	0.158862486
265	0.158773729
266	0.1587222009
267	0.1586402855
268	0.158568502
269	0.1585534967
270	0.1584932917
271	0.1584233544
272	0.1583728348
273	0.158354223
274	0.1582952576
275	0.1582412971
276	0.1581226043
277	0.1581104367
278	0.1580952736
279	0.1580509458
280	0.1580164357
281	0.1579897266
282	0.1579212407
283	0.1578331256
284	0.1577856959
285	0.1577342394
286	0.1576690173
287	0.1576047414
288	0.1575294535
289	0.15751077
290	0.1574692822
291	0.1574039775
292	0.1573545976
293	0.157323739
294	0.1572717765
295	0.1572159166
296	0.1571510576
297	0.1571140998
298	0.1570706882
299	0.1570246018
300	0.1569807896
301	0.1568917785
302	0.1568277042
303	0.1567649461
304	0.1567171868
305	0.1566594763
306	0.1566065129
307	0.1565576012
308	0.1564860336
309	0.156407414
310	0.1563614761
311	0.1562984611
312	0.1562638194
313	0.1562259509
314	0.1561873982
315	0.1561462883
316	0.1560915611
317	0.1560258771
318	0.1559619138
319	0.1558778393
320	0.155815778
321	0.1557646309
322	0.1556925189
323	0.1556885603
324	0.155622212
325	0.1555748025
326	0.1555579127
327	0.1555036363
328	0.155497357
329	0.1553772994
330	0.1553362489
331	0.1552637474
332	0.1552149692
333	0.1551478578
334	0.1551183028
335	0.155059435
336	0.1550008369
337	0.1549375257
338	0.1548581952
339	0.1547984977
340	0.1547541305
341	0.1547108493
342	0.1546973021
343	0.1546526189
344	0.1546061928
345	0.1545633624
346	0.1545576563
347	0.1545023317
348	0.1544561557
349	0.1544017323
350	0.1543497882
351	0.1542836165
352	0.1542330117
353	0.1541956195
354	0.1541930507
355	0.1541543557
356	0.1541500781
357	0.1541029967
358	0.1540126039
359	0.1539572627
360	0.153906031
361	0.1538665006
362	0.1538322551
363	0.1537574916
364	0.1537498942
365	0.1537014034
366	0.1536515531
367	0.1536054515
368	0.1535289402
369	0.1534855024
370	0.1534308889
371	0.1533884727
372	0.153314471
373	0.1533095715
374	0.1532316626
375	0.1531405561
376	0.1530802527
377	0.1530302108
378	0.1529686431
379	0.1529240088
380	0.1529166342
381	0.152863438
382	0.1528171372
383	0.1528125914
384	0.1527525309
385	0.1526853493
386	0.1526375056
387	0.1526057454
388	0.1525514889
389	0.1524933313
390	0.1524523751
391	0.1524097674
392	0.1523463399
393	0.1522841903
394	0.1522599845
395	0.152193607
396	0.1521880111
397	0.1521819692
398	0.152141045
399	0.1520989668
400	0.1520746859
401	0.151999113
402	0.1519489752
403	0.1518887518
404	0.1518501437
405	0.15180485
406	0.1517539444
407	0.1517050168
408	0.1516690888
409	0.1516251496
410	0.1515941794
411	0.1515320009
412	0.1515269821
413	0.1514621823
414	0.1514172945
415	0.151405018
416	0.1513456523
417	0.1513350631
418	0.151294724
419	0.1512564376
420	0.1512012143
421	0.1511393751
422	0.1511008095
423	0.1510894322
424	0.1510435937
425	0.1510013862
426	0.1509535433
427	0.1508858688
428	0.1508392897
429	0.1508113921
430	0.1507586609
431	0.1507212679
432	0.1506384732
433	0.150588645
434	0.1505468701
435	0.1505414881
436	0.1504733464
437	0.1504216045
438	0.1503774759
439	0.1502992143
440	0.1502871713
441	0.1502467505
442	0.1502127086
443	0.1501720829
444	0.150097755
445	0.1500349209
446	0.1499865356
447	0.149950162
448	0.1499146638
449	0.1498808239
450	0.149817587
451	0.1497967824
452	0.1497532825
453	0.1497169542
454	0.1496560469
455	0.1496265481
456	0.1495795435
457	0.1495397518
458	0.1494917375
459	0.1494272001
460	0.1493985032
461	0.1493381524
462	0.149280315
463	0.1492444243
464	0.1491727477
465	0.1491113277
466	0.1490675227
467	0.1490211609
468	0.1489744413
469	0.1489355143
470	0.1488900912
471	0.1488431578
472	0.1488083615
473	0.1487658378
474	0.1487234782
475	0.1486801763
476	0.1486429017
477	0.1486026514
478	0.1485504543
479	0.1485218516
480	0.14848519
481	0.1484460145
482	0.1483856948
483	0.1483348205
484	0.1483040035
485	0.1482774535
486	0.1482349816
487	0.1481819667
488	0.1481418091
489	0.1481053291
490	0.1480636497
491	0.1480183497
492	0.1479840947
493	0.1479180034
494	0.1478578069
495	0.1478009126
496	0.1477675
497	0.14772958
498	0.1476960187
499	0.1476534799
500	0.1476093449
501	0.1475603779
502	0.1475252805
503	0.1474736406
504	0.1474416084
505	0.1474070776
506	0.1473308539
507	0.1472920517
508	0.1472615904
509	0.1472259628
510	0.1472162442
511	0.147190833
512	0.1471319293
513	0.1470971606
514	0.1470566133
515	0.147016122
516	0.1469601392
517	0.1469148435
518	0.1468540161
519	0.1468142814
520	0.1467704335
521	0.146717344
522	0.1466709632
523	0.1466448151
524	0.1466009183
525	0.1465640898
526	0.1465142749
527	0.1464500356
528	0.1463983388
529	0.1463654485
530	0.1463281993
531	0.1462559614
532	0.1462030474
533	0.1461603144
534	0.1461199497
535	0.1461162248
536	0.1460588175
537	0.1460220974
538	0.1459818846
539	0.1459465957
540	0.1458706826
541	0.1458448584
542	0.1458158908
543	0.1457716336
544	0.1457185442
545	0.1457101377
546	0.1456770083
547	0.1456367034
548	0.145604597
549	0.1455274954
550	0.1454760454
551	0.1454502751
552	0.1453980645
553	0.1453285174
554	0.1452823097
555	0.1452381649
556	0.1452063947
557	0.1451358615
558	0.1450908199
559	0.145043502
560	0.1449873633
561	0.1449542811
562	0.144895338
563	0.1448609996
564	0.144820281
565	0.1447795066
566	0.1447209613
567	0.1446733042
568	0.14461243
569	0.14457114
570	0.1445394034
571	0.1445161423
572	0.1444563631
573	0.144452986
574	0.144407447
575	0.1443573487
576	0.144323097
577	0.1442895845
578	0.1442608188
579	0.1441973029
580	0.1441421051
581	0.1441111544
582	0.1440600384
583	0.1440214242
584	0.143990869
585	0.1439214827
586	0.1438748218
587	0.1438074698
588	0.1437759244
589	0.1437427683
590	0.1436982168
591	0.1436438023
592	0.1435957473
593	0.1435386607
594	0.1435036876
595	0.1434643756
596	0.1434325194
597	0.1433746914
598	0.1433578206
599	0.1433042757
600	0.1432502039
601	0.1432183449
602	0.143186597
603	0.1431449656
604	0.1431078934
605	0.1430661802
606	0.1430288489
607	0.1429650376
608	0.1429353251
609	0.1428977829
610	0.1428807168
611	0.1428182698
612	0.1427808219
613	0.1427379619
614	0.142706899
615	0.1426895256
616	0.1426751385
617	0.1426369404
618	0.1426092919
619	0.1425756242
620	0.142521404
621	0.142480265
622	0.1424477569
623	0.1424163023
624	0.1423838703
625	0.1423302601
626	0.1422790948
627	0.1422397987
628	0.1422101373
629	0.1421552877
630	0.1420899327
631	0.142050898
632	0.1420120274
633	0.1419873741
634	0.1419270614
635	0.14188704
636	0.1418385801
637	0.1417710896
638	0.1417290811
639	0.1417208079
640	0.1416594747
641	0.1416123127
642	0.1415480983
643	0.1415089825
644	0.1414656849
645	0.1414374387
646	0.141399537
647	0.1413600031
648	0.1413179668
649	0.1412685972
650	0.1412269214
651	0.141223802
652	0.1412110608
653	0.1411690794
654	0.1411319152
655	0.1410835043
656	0.1410337606
657	0.1410007853
658	0.1409661888
659	0.1409167716
660	0.1408456366
661	0.140805195
662	0.1407719559
663	0.1407414201
664	0.1406981277
665	0.1406669458
666	0.1406223129
667	0.1405839765
668	0.1405586213
669	0.1405187567
670	0.1404807208
671	0.1404163616
672	0.1403761904
673	0.1403297827
674	0.1403176657
675	0.1402666098
676	0.1402548488
677	0.1402211769
678	0.1402120278
679	0.1401825617
680	0.1401549533
681	0.1401144005
682	0.1400737767
683	0.1400440319
684	0.1400345702
685	0.1399965449
686	0.1399638407
687	0.139928198
688	0.1398993196
689	0.1398608506
690	0.1398308687
691	0.139787155
692	0.1397502162
693	0.1397386828
694	0.1397106927
695	0.1396634283
696	0.1396162853
697	0.1395766699
698	0.1395391079
699	0.1394907211
700	0.1394572943
701	0.1394052395
702	0.1393721961
703	0.13934351
704	0.1393198707
705	0.1392868788
706	0.1392448296
707	0.1392046679
708	0.1391523245
709	0.1391219641
710	0.1390769757
711	0.1390318294
712	0.1390001596
713	0.1389627094
714	0.1389173109
715	0.1388853634
716	0.1388597732
717	0.1388204177
718	0.1387747314
719	0.1387400621
720	0.1386648478
721	0.1386173539
722	0.1385917317
723	0.1385522147
724	0.1385266506
725	0.1385036894
726	0.1384712666
727	0.1384141297
728	0.1383731635
729	0.1383415909
730	0.1382931388
731	0.1382548136
732	0.1382158266
733	0.1381833534
734	0.1381435086
735	0.1381230548
736	0.1381203312
737	0.1380993216
738	0.1380431341
739	0.1379956239
740	0.1379597714
741	0.1379501744
742	0.1379411006
743	0.1379079053
744	0.137871314
745	0.1378322783
746	0.1378003622
747	0.137766087
748	0.1377443738
749	0.1376971294
750	0.1376395033
751	0.1376045571
752	0.1375741821
753	0.1375303076
754	0.1374832699
755	0.1374206947
756	0.1373892406
757	0.1373336834
758	0.137293241
759	0.1372591345
760	0.1372270249
761	0.1372069466
762	0.1371764272
763	0.1371185867
764	0.137089845
765	0.1370500723
766	0.1370144926
767	0.1369726385
768	0.1369364583
769	0.1368894482
770	0.1368588599
771	0.1368387439
772	0.1368070627
773	0.1367726716
774	0.1367235778
775	0.1366915217
776	0.1366610621
777	0.1366065203
778	0.1365807421
779	0.1365512337
780	0.1365234682
781	0.1364695592
782	0.136439692
783	0.1363968928
784	0.1363683358
785	0.1363354703
786	0.1363117101
787	0.136265683
788	0.1362206495
789	0.1361903689
790	0.1361482298
791	0.1360987665
792	0.1360713538
793	0.1360016962
794	0.1359726362
795	0.13590341
796	0.135877793
797	0.1358245595
798	0.1357946753
799	0.1357851647
800	0.1357471474
801	0.1356844086
802	0.1356452582
803	0.1356210423
804	0.1356057453
805	0.1355451143
806	0.13552256
807	0.1355021119
808	0.1354450793
809	0.1354122768
810	0.1353461007
811	0.1353278256
812	0.1352904566
813	0.1352488194
814	0.1352150791
815	0.1351623535
816	0.1351315023
817	0.1351054634
818	0.1350430078
819	0.1350076461
820	0.1349604641
821	0.1349007186
822	0.1348839725
823	0.1348504059
824	0.1348102795
825	0.134782218
826	0.1347557133
827	0.1346948578
828	0.1346367685
829	0.1345834015
830	0.1345462389
831	0.1345338417
832	0.1344764489
833	0.1344415861
834	0.1344087907
835	0.1343642871
836	0.1343322278
837	0.134294957
838	0.1342336306
839	0.1341913771
840	0.1341494184
841	0.1341181872
842	0.1340906852
843	0.1340499369
844	0.134010983
845	0.1339741391
846	0.1339237135
847	0.1339055282
848	0.1338585808
849	0.13382866
850	0.1337950748
851	0.133754416
852	0.1337154952
853	0.1336864077
854	0.1336342213
855	0.1335972744
856	0.1335722269
857	0.1335412222
858	0.1335108282
859	0.1334741507
860	0.1334492677
861	0.1334313124
862	0.1333941365
863	0.1333451602
864	0.1333053428
865	0.1332753064
866	0.1332236003
867	0.1331886677
868	0.1331601529
869	0.133122262
870	0.1330968097
871	0.1330680742
872	0.1330420396
873	0.1329796977
874	0.1329368311
875	0.132908826
876	0.132876746
877	0.1328518441
878	0.1328278768
879	0.1327832523
880	0.1327564089
881	0.1327274052
882	0.1326992741
883	0.1326843059
884	0.1326616663
885	0.1326341622
886	0.1325836833
887	0.1325523481
888	0.1325335274
889	0.1325155772
890	0.1324836606
891	0.1324588296
892	0.1324164246
893	0.1323890673
894	0.1323576542
895	0.1323084267
896	0.132264858
897	0.1322211226
898	0.1322107636
899	0.1321585536
900	0.1321218074
901	0.1320797575
902	0.1320628576
903	0.1320281878
904	0.1319907387
905	0.1319405252
906	0.1319141418
907	0.131885256
908	0.1318571207
909	0.1318293981
910	0.1317782478
911	0.1317415749
912	0.1317091134
913	0.1316763354
914	0.1316586579
915	0.1316192698
916	0.1315903057
917	0.1315453617
918	0.131527555
919	0.1314951908
920	0.1314472598
921	0.1314055514
922	0.1313806675
923	0.1313514612
924	0.1313058621
925	0.1312680344
926	0.1312220849
927	0.1311853254
928	0.1311572651
929	0.1311143424
930	0.1310828847
931	0.1310626268
932	0.1310439727
933	0.1310106527
934	0.1309765776
935	0.1309509309
936	0.1309170976
937	0.1308700787
938	0.1308382589
939	0.1307935005
940	0.1307586401
941	0.1307318926
942	0.1306864029
943	0.1306304879
944	0.1306145912
945	0.130586355
946	0.1305628482
947	0.1305309055
948	0.1304877773
949	0.1304371528
950	0.1304017676
951	0.1303824654
952	0.1303673508
953	0.130324912
954	0.130286839
955	0.1302417917
956	0.1302169374
957	0.1301735309
958	0.130161965
959	0.1301364135
960	0.1300700869
961	0.1300156773
962	0.1299865563
963	0.1299205375
964	0.1298708677
965	0.1298423149
966	0.1298231314
967	0.1297906687
968	0.1297491919
969	0.1297365815
970	0.1297149054
971	0.1296629983
972	0.1296354277
973	0.1296071431
974	0.1295448223
975	0.1294737152
976	0.1294586391
977	0.1294323631
978	0.1293923968
979	0.1293526856
980	0.1293174113
981	0.1292814289
982	0.1292392621
983	0.129223369
984	0.1291986097
985	0.1291784542
986	0.1291525367
987	0.129102476
988	0.1290674524
989	0.1290372112
990	0.1289966467
991	0.1289925751
992	0.1289700334
993	0.128918263
994	0.128888914
995	0.1288500981
996	0.1288304792
997	0.1287919306
998	0.1287424386
999	0.1287032378
